,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
581,soccer/england/championship-2021-2022/cardiff-peterborough-nLfQIhJ6,09.02.,Cardiff,Peterborough,4:0,1.64,3.89,5.49,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
582,soccer/england/championship-2021-2022/preston-huddersfield-CEz10ypd,09.02.,Preston,Huddersfield,0:0,2.13,3.21,3.71,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
583,soccer/england/championship-2021-2022/qpr-middlesbrough-0UTrPKMd,09.02.,QPR,Middlesbrough,2:2,2.60,3.31,2.75,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
584,soccer/england/championship-2021-2022/sheffield-utd-west-brom-vLSnOvx3,09.02.,Sheffield Utd,West Brom,2:0,2.28,3.27,3.27,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
585,soccer/england/championship-2021-2022/coventry-blackpool-zDRHAL73,08.02.,Coventry,Blackpool,1:1,1.68,3.82,5.27,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
586,soccer/england/championship-2021-2022/derby-hull-city-E3QL9uN9,08.02.,Derby,Hull,3:1,2.34,2.99,3.49,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
587,soccer/england/championship-2021-2022/fulham-millwall-tQdI8axG,08.02.,Fulham,Millwall,3:0,1.46,4.33,7.43,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
588,soccer/england/championship-2021-2022/luton-barnsley-KGeM7JiM,08.02.,Luton,Barnsley,2:1,1.64,3.74,5.79,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
589,soccer/england/championship-2021-2022/stoke-city-swansea-UqpVHCYC,08.02.,Stoke,Swansea,3:0,2.13,3.24,3.70,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
590,soccer/england/championship-2021-2022/blackpool-bristol-city-j3vuQujg,05.02.,Blackpool,Bristol City,3:1,2.42,3.42,2.89,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
591,soccer/england/championship-2021-2022/hull-city-preston-d0smOJK5,05.02.,Hull,Preston,0:1,2.75,3.12,2.73,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
592,soccer/england/championship-2021-2022/swansea-blackburn-8UeMJY30,05.02.,Swansea,Blackburn,1:0,2.27,3.16,3.38,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
593,soccer/england/championship-2021-2022/birmingham-sheffield-utd-CCuyRLzm,04.02.,Birmingham,Sheffield Utd,1:2,3.80,3.40,2.02,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
594,soccer/england/championship-2021-2022/barnsley-cardiff-EgsJKElf,02.02.,Barnsley,Cardiff,0:1,3.20,3.19,2.36,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
595,soccer/england/championship-2021-2022/huddersfield-derby-pQwqPa5a,02.02.,Huddersfield,Derby,2:0,2.15,3.17,3.67,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
596,soccer/england/championship-2021-2022/swansea-luton-zDkOb3if,01.02.,Swansea,Luton,0:1,2.14,3.10,3.78,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
597,soccer/england/championship-2021-2022/millwall-preston-hCzw9gE8,01.02.,Millwall,Preston,0:0,2.40,3.01,3.31,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
598,soccer/england/championship-2021-2022/cardiff-nottingham-hvgAMzKs,30.01.,Cardiff,Nottingham,2:1,3.23,3.18,2.33,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
599,soccer/england/championship-2021-2022/derby-birmingham-zRUdD26m,30.01.,Derby,Birmingham,2:2,2.35,3.02,3.37,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
600,soccer/england/championship-2021-2022/barnsley-bournemouth-MNQhEris,29.01.,Barnsley,Bournemouth,0:1,6.82,3.98,1.53,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
601,soccer/england/championship-2021-2022/fulham-blackpool-IkK1CMLg,29.01.,Fulham,Blackpool,1:1,1.30,5.62,9.42,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
602,soccer/england/championship-2021-2022/hull-city-swansea-z3rFLfZm,29.01.,Hull,Swansea,2:0,2.82,3.12,2.65,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
603,soccer/england/championship-2021-2022/luton-blackburn-46I9A0j6,29.01.,Luton,Blackburn,0:0,2.48,3.02,3.14,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
604,soccer/england/championship-2021-2022/middlesbrough-coventry-rcHD9K5C,29.01.,Middlesbrough,Coventry,1:0,1.96,3.39,4.01,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
605,soccer/england/championship-2021-2022/millwall-west-brom-QL6I8vLI,29.01.,Millwall,West Brom,2:0,3.63,3.09,2.19,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
606,soccer/england/championship-2021-2022/peterborough-sheffield-utd-vPAM7bzP,29.01.,Peterborough,Sheffield Utd,0:2,4.92,3.89,1.69,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
607,soccer/england/championship-2021-2022/preston-bristol-city-hSb4WsDP,29.01.,Preston,Bristol City,2:2,1.89,3.52,4.16,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
608,soccer/england/championship-2021-2022/qpr-reading-fyoWR1Lt,29.01.,QPR,Reading,4:0,1.73,3.83,4.72,https://www.betexplorer.com/soccer/england/championship-2021-2022/results/
